Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
godlikehhd/alpaca_data_ifd_max_2600_3B,3.086,2025-01-16,apache-2.0,🔶 fine-tuned on domain-specific datasets,18.603,29.8156,24.4725,15.9366,3.02013,12.9523,25.4211,2025-01-16,False,True,godlikehhdalpacadataifdmax26003b,none,False,,,,,,,,
godlikehhd/alpaca_data_ifd_me_max_5200,1.544,2025-01-09,,🔶 fine-tuned on domain-specific datasets,16.2504,36.8323,16.824,9.7432,5.48098,6.59922,22.0228,2025-01-09,False,False,godlikehhdalpacadataifdmemax5200,none,False,,,,,,,,
godlikehhd/alpaca_data_ifd_min_2600,1.544,2025-01-15,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.5178,37.4967,18.6116,9.66767,5.59284,6.70313,21.0346,2025-01-15,False,True,godlikehhdalpacadataifdmin2600,none,False,,,,,,,,
godlikehhd/alpaca_data_ins_ans_max_5200,1.544,2025-01-09,,🔶 fine-tuned on domain-specific datasets,15.9244,34.7865,16.2687,10.2719,5.48098,7.62083,21.1178,2025-01-09,False,False,godlikehhdalpacadatainsansmax5200,none,False,,,,,,,,
godlikehhd/alpaca_data_ins_max_5200,1.544,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,15.6837,32.7507,17.5407,9.96979,6.15213,6.40521,21.284,2025-01-09,False,True,godlikehhdalpacadatainsmax5200,none,False,,,,,,,,
godlikehhd/alpaca_data_ins_min_2600,1.544,2025-01-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.2283,33.3002,17.5363,11.1027,6.37584,8.16797,20.8869,2025-01-14,False,True,godlikehhdalpacadatainsmin2600,none,False,,,,,,,,
godlikehhd/alpaca_data_ins_min_5200,1.544,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.3832,33.6,18.6913,10.3474,4.9217,9.08568,21.6534,2025-01-09,False,True,godlikehhdalpacadatainsmin5200,none,False,,,,,,,,
godlikehhd/alpaca_data_sampled_ifd_5200,1.544,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,15.7036,29.2385,15.9683,12.5378,7.82998,7.57578,21.0716,2025-01-09,False,True,godlikehhdalpacadatasampledifd5200,none,False,,,,,,,,
godlikehhd/alpaca_data_sampled_ifd_new_5200,1.544,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.5378,36.6325,17.5614,9.44109,5.81655,8.38958,21.3856,2025-01-09,False,True,godlikehhdalpacadatasampledifdnew5200,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_0.1_2600,1.544,2025-01-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,15.9172,32.8755,18.6215,9.89426,5.48098,7.26406,21.3671,2025-01-14,False,True,godlikehhdalpacadatascoremax012600,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_0.3_2600,1.544,2025-01-15,apache-2.0,🔶 fine-tuned on domain-specific datasets,15.9608,33.7523,16.9246,10.3474,5.25727,8.22682,21.2563,2025-01-15,False,True,godlikehhdalpacadatascoremax032600,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_0.7_2600,1.544,2025-01-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.6304,36.3976,18.144,10.7251,7.15884,5.32474,22.032,2025-01-14,False,True,godlikehhdalpacadatascoremax072600,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_2500,1.544,2025-01-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.4912,35.6358,17.9306,9.51662,6.04027,8.27188,21.5518,2025-01-13,False,True,godlikehhdalpacadatascoremax2500,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_2600_3B,3.086,2025-01-15,apache-2.0,🔶 fine-tuned on domain-specific datasets,19.5671,33.5775,26.0093,15.4834,2.01342,14.2977,26.0214,2025-01-15,False,True,godlikehhdalpacadatascoremax26003b,none,False,,,,,,,,
godlikehhd/alpaca_data_score_max_5200,1.544,2025-01-10,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.366,34.4542,18.5751,9.7432,6.37584,7.44062,21.6072,2025-01-10,False,True,godlikehhdalpacadatascoremax5200,none,False,,,,,,,,
godlikehhd/ifd_2500_qwen,1.544,2024-12-31,,🔶 fine-tuned on domain-specific datasets,16.2069,33.6474,19.1362,9.81873,6.04027,7.25026,21.3486,2024-12-31,False,False,godlikehhdifd2500qwen,none,False,,,,,,,,
godlikehhd/ifd_new_correct_all_sample_2500_qwen,1.544,2024-12-31,,🔶 fine-tuned on domain-specific datasets,15.324,33.7573,15.6828,9.59215,5.36913,6.55417,20.9885,2024-12-31,False,False,godlikehhdifdnewcorrectallsample2500qwen,none,False,,,,,,,,
godlikehhd/ifd_new_correct_sample_2500_qwen,1.544,2024-12-31,,🔶 fine-tuned on domain-specific datasets,16.3938,33.9746,16.877,10.423,7.71812,7.9013,21.4687,2024-12-31,False,False,godlikehhdifdnewcorrectsample2500qwen,none,False,,,,,,,,
godlikehhd/ifd_new_qwen_2500,1.544,2024-12-31,,🔶 fine-tuned on domain-specific datasets,15.887,32.3959,17.638,11.1782,6.71141,6.16979,21.2286,2024-12-31,False,False,godlikehhdifdnewqwen2500,none,False,,,,,,,,
godlikehhd/qwen-2.5-1.5b-cherry,0.772,2024-12-29,,🔶 fine-tuned on domain-specific datasets,14.6837,28.9338,16.3236,10.1964,6.71141,4.56979,21.3671,2024-12-29,False,False,godlikehhdqwen2515bcherry,none,False,,,,,,,,
godlikehhd/qwen_2.5-1.5b-cherry_new,1.544,2024-12-29,,🔶 fine-tuned on domain-specific datasets,15.3702,31.2044,17.5971,9.66767,6.37584,6.33255,21.0439,2024-12-29,False,False,godlikehhdqwen2515bcherrynew,medium,True,Qwen2.5-1.5B,1.54,1.6632e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
godlikehhd/qwen_full_data_alpaca,1.544,2024-12-29,,🔶 fine-tuned on domain-specific datasets,15.8561,31.3618,18.6142,9.2145,5.7047,9.67786,20.5637,2024-12-29,False,False,godlikehhdqwenfulldataalpaca,none,False,,,,,,,,
godlikehhd/qwen_ins_ans_2500,1.544,2024-12-29,,🔶 fine-tuned on domain-specific datasets,14.7833,26.9804,17.6953,11.4048,5.59284,6.92474,20.102,2024-12-29,False,False,godlikehhdqweninsans2500,none,False,,,,,,,,
google/codegemma-1.1-2b,2.506,2024-08-12,gemma,🟢 pretrained,7.13387,22.9363,7.55123,1.28399,2.01342,5.92656,3.09176,2024-08-12,False,True,googlecodegemma112b,none,False,,,,,,,,
google/flan-t5-base,0.248,2024-08-14,apache-2.0,🟢 pretrained,6.41564,18.9071,11.3377,1.0574,0,3.22266,3.96905,2024-08-14,False,True,googleflant5base,none,False,,,,,,,,
google/flan-t5-large,0.783,2024-08-14,apache-2.0,🟢 pretrained,9.65812,22.0095,17.51,1.43505,0.111857,9.00703,7.8753,2024-08-14,False,True,googleflant5large,none,False,,,,,,,,
google/flan-t5-small,0.077,2024-06-27,apache-2.0,🟢 pretrained,6.12966,15.2426,6.36311,0.755287,1.45414,10.3698,2.59309,2024-06-27,False,True,googleflant5small,none,False,,,,,,,,
google/flan-t5-xl,2.85,2024-08-07,apache-2.0,🟢 pretrained,11.7051,22.3742,22.6951,0.755287,0.33557,11.3284,12.7419,2024-08-07,False,True,googleflant5xl,none,False,,,,,,,,
google/flan-t5-xl,2.85,2024-08-07,apache-2.0,🟢 pretrained,11.5872,22.0694,22.8376,0.0755287,0,11.8539,12.6865,2024-08-07,False,True,googleflant5xl,none,False,,,,,,,,
google/flan-t5-xxl,11.267,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,13.6621,22.0045,30.1193,1.0574,2.68456,11.1854,14.9213,2024-09-06,False,True,googleflant5xxl,none,False,,,,,,,,
google/flan-ul2,19.46,2024-08-07,apache-2.0,🟢 pretrained,13.676,23.9254,30.0203,0.906344,5.03356,5.5776,16.5928,2024-08-07,False,True,googleflanul2,high,True,Flan UL2,19.5,,,Yes,Open weights (unrestricted),2023-03-03,Google Brain
google/gemma-1.1-2b-it,2.506,2024-06-12,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",8.05337,30.6748,5.86283,1.81269,2.57271,2.02448,5.37271,2024-06-12,True,True,googlegemma112bit,none,False,,,,,,,,
google/gemma-1.1-7b-it,8.538,2024-06-12,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",17.6936,50.3911,15.9342,4.90937,5.81655,11.5109,17.5994,2024-06-12,True,True,googlegemma117bit,none,False,,,,,,,,
google/gemma-2-27b,27.227,2024-08-24,gemma,🟢 pretrained,23.9262,24.7522,37.3907,16.6163,13.4228,13.9211,37.4538,2024-08-24,False,True,googlegemma227b,high,True,Gemma 2 27B,27,2.106e+24,1.3e+13,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-27b-it,27.227,2024-08-07,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",36.1743,79.7768,49.2728,23.8671,16.6667,9.11276,38.3496,2024-08-07,True,True,googlegemma227bit,medium,True,Gemma 2 27B,27,2.106e+24,1.3e+13,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-2b,2.614,2024-07-31,gemma,🟢 pretrained,10.1295,19.9312,11.7558,2.87009,1.67785,11.4305,13.1113,2024-07-31,False,True,googlegemma22b,high,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-2b,2.614,2024-07-31,gemma,🟢 pretrained,10.3596,20.176,12.4973,3.02115,1.67785,11.2677,13.5177,2024-07-31,False,True,googlegemma22b,high,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-2b-it,2.614,2024-07-31,gemma,🔶 fine-tuned on domain-specific datasets,17.0469,56.6834,17.9808,0.0755287,3.24385,7.07734,17.2207,2024-07-31,False,True,googlegemma22bit,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-2b-jpn-it,2.614,2024-10-11,gemma,🟢 pretrained,17.1154,50.7783,18.5256,3.47432,4.69799,7.68151,17.5347,2024-10-11,False,True,googlegemma22bjpnit,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-2b-jpn-it,2.614,2024-10-14,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",16.6786,52.884,17.8481,4.75831,3.3557,4.92839,16.2973,2024-10-14,True,True,googlegemma22bjpnit,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-9b,9,2024-07-11,gemma,🟢 pretrained,21.2053,20.3983,34.0968,13.4441,10.5145,14.2977,34.4803,2024-07-11,False,True,googlegemma29b,high,True,Gemma 2 9B,9,4.32e+23,8e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2-9b-it,9,2024-07-11,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",32.0728,74.3563,42.1366,19.4864,14.7651,9.74219,31.95,2024-07-11,True,True,googlegemma29bit,medium,True,Gemma 2 9B,9,4.32e+23,8e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
google/gemma-2b,2.506,2024-06-12,gemma,🟢 pretrained,7.32196,20.3758,8.24626,3.02115,0.671141,7.55599,4.06139,2024-06-12,False,True,googlegemma2b,high,True,Gemma 2B,2.50643,4.51158e+22,3e+12,Yes,Open weights (restricted use),2024-02-21,Google DeepMind
google/gemma-2b-it,2.506,2024-06-12,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",7.4858,26.903,5.2143,2.03927,3.80313,3.03229,3.92287,2024-06-12,True,True,googlegemma2bit,medium,True,Gemma 2B,2.50643,4.51158e+22,3e+12,Yes,Open weights (restricted use),2024-02-21,Google DeepMind
google/gemma-7b,8.538,2024-06-08,gemma,🟢 pretrained,15.4428,26.5932,21.1161,7.40181,4.9217,10.9799,21.6441,2024-06-08,False,True,googlegemma7b,high,True,Gemma 7B,8.53807,3.07e+23,6e+12,Yes,Open weights (restricted use),2024-02-21,Google DeepMind
google/gemma-7b-it,8.538,2024-06-12,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",13.0671,38.6832,11.9408,2.94562,4.58613,12.5284,7.71831,2024-06-12,True,True,googlegemma7bit,medium,True,Gemma 7B,8.53807,3.07e+23,6e+12,Yes,Open weights (restricted use),2024-02-21,Google DeepMind
google/mt5-base,0.39,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.71634,16.4516,1.29855,0.906344,0,2.86771,0.773862,2024-09-06,False,True,googlemt5base,none,False,,,,,,,,
google/mt5-small,0.17,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,4.25593,17.181,1.07097,0,0,5.91875,1.36488,2024-09-06,False,True,googlemt5small,none,False,,,,,,,,
google/mt5-xl,3.23,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,5.19142,19.5964,3.28246,0,1.90157,5.0401,1.32794,2024-09-06,False,True,googlemt5xl,none,False,,,,,,,,
google/mt5-xxl,11.9,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,5.10308,23.5757,2.50471,0,0,3.55182,0.986259,2024-09-06,False,True,googlemt5xxl,high,True,mT5-XXL,13,8.2e+22,1e+12,Yes,Open weights (unrestricted),2020-10-20,"Google,Google Research"
google/recurrentgemma-2b,2.683,2024-06-13,gemma,🟢 pretrained,7.01513,30.1703,4.82036,2.03927,0,3.10495,1.9559,2024-06-13,False,True,googlerecurrentgemma2b,none,False,,,,,,,,
google/recurrentgemma-2b-it,2.683,2024-06-12,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",7.99591,29.4933,7.97876,1.96375,0.447427,3.62448,4.46772,2024-06-12,True,True,googlerecurrentgemma2bit,none,False,,,,,,,,
google/recurrentgemma-9b,9,2024-07-04,gemma,🟢 pretrained,13.7095,31.1594,15.3234,6.64653,4.69799,6.59922,17.8302,2024-07-04,False,True,googlerecurrentgemma9b,none,False,,,,,,,,
google/recurrentgemma-9b-it,9,2024-07-05,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",19.2181,50.1038,21.6216,6.64653,2.68456,13.7716,20.4806,2024-07-05,True,True,googlerecurrentgemma9bit,none,False,,,,,,,,
google/switch-base-8,0.62,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.29595,15.8521,1.70248,0,0,1.13333,1.08784,2024-09-06,False,True,googleswitchbase8,none,False,,,,,,,,
google/umt5-base,,2024-09-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.51657,17.4632,0.813553,0.453172,0.559284,0.94401,0.866209,2024-09-06,False,True,googleumt5base,none,False,,,,,,,,
goulue5/merging_LLM,1.544,2024-11-22,,🤝 base merges and moerges,16.7121,32.326,18.2828,9.66767,5.48098,12.7602,21.7549,2024-11-22,False,False,goulue5mergingllm,none,False,,,,,,,,
gpt2,0.137,2024-06-26,mit,🟢 pretrained,6.39103,19.3417,2.7143,0.302115,1.34228,12.9854,1.66039,2024-06-26,False,True,gpt2,none,False,,,,,,,,
gpt2,0.137,2024-06-26,mit,🟢 pretrained,5.97774,8.33333,9.19975,0,0,18.3333,0,2024-06-26,False,True,gpt2,none,False,,,,,,,,
gradientai/Llama-3-8B-Instruct-Gradient-1048k,8.03,2024-06-12,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",18.2833,44.5559,21.0105,5.36254,3.69128,13.5187,21.561,2024-06-12,True,True,gradientaillama38binstructgradient1048k,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
grimjim/DeepSauerHuatuoSkywork-R1-o1-Llama-3.1-8B,8.03,2025-01-30,llama3.1,🤝 base merges and moerges,26.9405,47.9706,32.7692,22.2054,11.745,14.0977,32.855,2025-01-30,False,True,grimjimdeepsauerhuatuoskyworkr1o1llama318b,none,False,,,,,,,,
grimjim/Gigantes-v1-gemma2-9b-it,9.242,2024-12-28,gemma,🤝 base merges and moerges,33.2374,69.2455,42.7979,21.4502,13.7584,16.3349,35.8378,2024-12-28,False,True,grimjimgigantesv1gemma29bit,none,False,,,,,,,,
grimjim/Gigantes-v2-gemma2-9b-it,9.242,2024-12-29,gemma,🤝 base merges and moerges,33.8768,73.507,42.7016,20.1662,13.5347,17.1349,36.2164,2024-12-29,False,True,grimjimgigantesv2gemma29bit,none,False,,,,,,,,
grimjim/Gigantes-v3-gemma2-9b-it,9.242,2024-12-29,gemma,🤝 base merges and moerges,33.4904,69.7626,42.7954,20.997,14.2058,17.3349,35.847,2024-12-29,False,True,grimjimgigantesv3gemma29bit,none,False,,,,,,,,
grimjim/HuatuoSkywork-o1-Llama-3.1-8B,8.03,2025-01-03,llama3.1,🤝 base merges and moerges,24.478,39.615,28.3328,38.8218,5.7047,11.1151,23.2787,2025-01-03,False,True,grimjimhuatuoskyworko1llama318b,none,False,,,,,,,,
grimjim/Llama-3-Instruct-8B-SPPO-Iter3-SimPO-merge,8.03,2024-06-29,llama3,🤝 base merges and moerges,20.8367,42.7124,28.258,9.96979,5.36913,9.54036,29.1704,2024-06-29,False,True,grimjimllama3instruct8bsppoiter3simpomerge,medium,True,LLaMA-3-Instruct-8B,8,,,Yes,Open weights (restricted use),2024-04-18,Meta AI
grimjim/Llama-3-Instruct-8B-SimPO-SPPO-Iter3-merge,8,2024-09-17,llama3,🤝 base merges and moerges,24.0409,68.059,29.0733,8.91239,1.67785,6.69714,29.826,2024-09-17,False,True,grimjimllama3instruct8bsimposppoiter3merge,medium,True,LLaMA-3-Instruct-8B,8,,,Yes,Open weights (restricted use),2024-04-18,Meta AI
grimjim/Llama-3.1-8B-Instruct-abliterated_via_adapter,8.03,2024-09-17,llama3.1,🔶 fine-tuned on domain-specific datasets,23.2173,48.695,29.416,13.9728,8.50112,9.26224,29.4566,2024-09-17,False,True,grimjimllama318binstructabliteratedviaadapter,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
grimjim/Llama-3.1-Bonsaikraft-8B-Instruct,8.03,2025-01-25,llama3.1,🤝 base merges and moerges,22.8566,42.5001,32.5875,13.142,7.15884,11.0388,30.7125,2025-01-25,False,True,grimjimllama31bonsaikraft8binstruct,none,False,,,,,,,,
grimjim/Llama-Nephilim-Metamorphosis-v2-8B,8.03,2025-01-02,llama3.1,🤝 base merges and moerges,23.0022,45.4452,28.1825,13.9728,9.73154,9.47005,31.2112,2025-01-02,False,True,grimjimllamanephilimmetamorphosisv28b,none,False,,,,,,,,
grimjim/Llama3.1-SuperNovaLite-HuatuoSkywork-o1-8B,8.03,2025-01-07,llama3.1,🤝 base merges and moerges,25.9617,43.6592,32.953,30.0604,8.16555,11.1151,29.8168,2025-01-07,False,True,grimjimllama31supernovalitehuatuoskyworko18b,none,False,,,,,,,,
grimjim/Magnolia-v1-Gemma2-8k-9B,9.242,2024-12-30,gemma,🤝 base merges and moerges,25.5128,35.3085,36.79,16.8429,11.5213,16.5919,36.0225,2024-12-30,False,True,grimjimmagnoliav1gemma28k9b,none,False,,,,,,,,
grimjim/Magnolia-v2-12B,12.248,2024-12-30,apache-2.0,🤝 base merges and moerges,21.5772,35.0612,32.5046,12.9154,9.17226,10.9073,28.9026,2024-12-30,False,True,grimjimmagnoliav212b,none,False,,,,,,,,
grimjim/Magnolia-v2-Gemma2-8k-9B,9.242,2024-12-29,gemma,🤝 base merges and moerges,34.3013,73.8442,42.8446,22.8097,14.3177,14.9721,37.0198,2024-12-29,False,True,grimjimmagnoliav2gemma28k9b,none,False,,,,,,,,
grimjim/Magnolia-v3-12B,12.248,2024-12-28,apache-2.0,🤝 base merges and moerges,22.7868,39.6499,32.9249,13.5196,10.0671,11.4995,29.0595,2024-12-28,False,True,grimjimmagnoliav312b,none,False,,,,,,,,
grimjim/Magnolia-v3-Gemma2-8k-9B,9.242,2024-12-30,gemma,🤝 base merges and moerges,34.3537,73.7842,42.8682,23.1873,14.2058,15.0016,37.0752,2024-12-30,False,True,grimjimmagnoliav3gemma28k9b,none,False,,,,,,,,
grimjim/Magnolia-v4-12B,12.248,2025-02-21,apache-2.0,🤝 base merges and moerges,22.5938,34.1794,34.5775,13.142,10.4027,13.574,29.6875,2025-02-21,False,True,grimjimmagnoliav412b,none,False,,,,,,,,
grimjim/Magnolia-v5a-12B,12.248,2025-02-21,apache-2.0,🤝 base merges and moerges,22.8518,41.1362,32.6949,13.7462,9.61969,11.0112,28.9026,2025-02-21,False,True,grimjimmagnoliav5a12b,none,False,,,,,,,,
grimjim/Magot-v1-Gemma2-8k-9B,9.242,2024-09-19,gemma,🤝 base merges and moerges,24.5874,29.9678,42.8181,9.89426,12.8635,14.9055,37.0752,2024-09-19,False,True,grimjimmagotv1gemma28k9b,none,False,,,,,,,,
grimjim/Magot-v2-Gemma2-8k-9B,9.242,2024-12-30,gemma,🤝 base merges and moerges,32.98,73.4745,41.4593,20.1662,13.8702,13.0995,35.8101,2024-12-30,False,True,grimjimmagotv2gemma28k9b,none,False,,,,,,,,
grimjim/SauerHuatuoSkywork-o1-Llama-3.1-8B,8.03,2025-01-27,llama3.1,🤝 base merges and moerges,26.6845,52.1946,32.0888,17.2961,9.50783,15.7859,33.2336,2025-01-27,False,True,grimjimsauerhuatuoskyworko1llama318b,none,False,,,,,,,,
grimjim/llama-3-Nephilim-v1-8B,8.03,2024-06-26,cc-by-nc-4.0,🤝 base merges and moerges,21.7297,42.7724,29.9075,9.06344,6.93512,10.6365,31.0635,2024-06-26,False,True,grimjimllama3nephilimv18b,none,False,,,,,,,,
grimjim/llama-3-Nephilim-v2-8B,8.03,2024-09-18,cc-by-nc-4.0,🤝 base merges and moerges,20.6002,39.2228,29.8963,10.6495,6.59955,7.8875,29.3458,2024-09-18,False,True,grimjimllama3nephilimv28b,none,False,,,,,,,,
grimjim/llama-3-Nephilim-v2.1-8B,8.03,2024-09-18,cc-by-nc-4.0,🤝 base merges and moerges,20.435,38.9505,29.8197,9.96979,6.59955,7.8875,29.3828,2024-09-18,False,True,grimjimllama3nephilimv218b,none,False,,,,,,,,
grimjim/llama-3-Nephilim-v3-8B,8.03,2024-08-26,cc-by-nc-4.0,🤝 base merges and moerges,20.601,41.7383,28.9556,9.51662,6.04027,8.33255,29.0226,2024-08-26,False,True,grimjimllama3nephilimv38b,none,False,,,,,,,,
gupta-tanish/llama-7b-dpo-baseline,6.738,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,11.8573,26.9304,14.3805,1.96375,1.67785,14.7698,11.4214,2024-09-29,False,True,guptatanishllama7bdpobaseline,medium,True,LLaMA-7B,6.7,4e+22,1e+12,Yes,Open weights (non-commercial),2023-02-24,Meta AI
gz987/qwen2.5-7b-cabs-v0.1,7.616,2025-02-18,mit,🤝 base merges and moerges,36.5616,75.0582,35.8382,47.9607,8.50112,14.1698,37.8417,2025-02-18,False,True,gz987qwen257bcabsv01,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
gz987/qwen2.5-7b-cabs-v0.2,7.616,2025-02-18,mit,🤝 base merges and moerges,36.614,74.1764,36.2759,49.0181,7.60626,14.8581,37.7493,2025-02-18,False,True,gz987qwen257bcabsv02,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
gz987/qwen2.5-7b-cabs-v0.3,7.616,2025-02-18,mit,🤝 base merges and moerges,36.935,75.6952,35.9567,49.3202,7.60626,15.2365,37.7955,2025-02-18,False,True,gz987qwen257bcabsv03,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
gz987/qwen2.5-7b-cabs-v0.4,7.616,2025-02-18,mit,🤝 base merges and moerges,36.8819,75.825,36.3584,48.4894,7.71812,15.1698,37.7309,2025-02-18,False,True,gz987qwen257bcabsv04,medium,True,Qwen2.5-7B,7.61,8.2188e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
h2oai/h2o-danube-1.8b-chat,1.831,2025-03-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,6.95376,21.987,5.26986,1.35952,0.559284,9.05807,3.48884,2025-03-05,False,True,h2oaih2odanube18bchat,none,False,,,,,,,,
h2oai/h2o-danube3-4b-base,3.962,2024-08-10,apache-2.0,🟩 continuously pretrained,10.0908,23.3809,10.5644,2.26586,5.48098,6.52656,12.3264,2024-08-10,False,True,h2oaih2odanube34bbase,none,False,,,,,,,,
h2oai/h2o-danube3-4b-chat,3.962,2024-07-15,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",11.5712,36.2877,8.8397,4.07855,1.34228,5.23229,13.6469,2024-07-15,True,True,h2oaih2odanube34bchat,none,False,,,,,,,,
h2oai/h2o-danube3-500m-chat,0.514,2024-10-11,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",5.20444,22.0794,3.06537,1.66163,0,2.82448,1.59574,2024-10-11,True,True,h2oaih2odanube3500mchat,none,False,,,,,,,,
h2oai/h2o-danube3.1-4b-chat,3.962,2024-11-29,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",16.4121,50.2112,10.9421,3.32326,4.69799,10.2029,19.0954,2024-11-29,True,True,h2oaih2odanube314bchat,none,False,,,,,,,,
haoranxu/ALMA-13B-R,13,2024-10-01,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.8773,0.392182,8.81967,1.73716,1.00671,2.23229,9.0758,2024-10-01,True,True,haoranxualma13br,none,False,,,,,,,,
haoranxu/Llama-3-Instruct-8B-CPO-SimPO,8.03,2024-07-28,mit,"💬 chat models (RLHF, DPO, IFT, ...)",24.9107,70.4645,29.7622,10.2719,5.7047,3.41667,29.8445,2024-07-28,True,True,haoranxullama3instruct8bcposimpo,medium,True,LLaMA-3-Instruct-8B,8,,,Yes,Open weights (restricted use),2024-04-18,Meta AI
haoranxu/Llama-3-Instruct-8B-SimPO,8.03,2024-07-28,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",24.9907,73.4745,28.2264,8.76133,5.36913,3.74219,30.3709,2024-07-28,True,True,haoranxullama3instruct8bsimpo,medium,True,LLaMA-3-Instruct-8B,8,,,Yes,Open weights (restricted use),2024-04-18,Meta AI
hatemmahmoud/qwen2.5-1.5b-sft-raft-grpo-hra-doc,1.544,2025-03-12,,"💬 chat models (RLHF, DPO, IFT, ...)",18.1644,41.958,19.8052,21.7523,2.34899,3.38906,19.7326,2025-03-12,True,False,hatemmahmoudqwen2515bsftraftgrpohradoc,medium,True,Qwen2.5-1.5B,1.54,1.6632e+23,,Yes,Open weights (unrestricted),2024-09-19,Alibaba
hon9kon9ize/CantoneseLLMChat-v0.5,6.069,2024-07-07,apache-2.0,🟩 continuously pretrained,15.9598,32.3085,20.7614,4.15408,3.69128,18.1307,16.7128,2024-07-07,False,True,hon9kon9izecantonesellmchatv05,none,False,,,,,,,,
hon9kon9ize/CantoneseLLMChat-v1.0-7B,7.616,2024-10-10,other,🔶 fine-tuned on domain-specific datasets,23.5039,44.5484,28.5361,21.0725,9.61969,6.30313,30.9434,2024-10-10,False,True,hon9kon9izecantonesellmchatv107b,none,False,,,,,,,,
